🎬官方公告,#genre#
CCTV13,http://39.165.39.49:85/tsfile/live/1084_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
CCTV14,http://39.165.39.49:85/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
CCTV15,http://39.165.39.49:85/tsfile/live/1086_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
CCTV17,http://39.165.39.49:85/tsfile/live/1088_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
CCTV5+,http://39.165.39.49:85/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
CETV1,http://39.165.39.49:85/tsfile/live/1090_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南卫视,http://39.165.39.49:85/tsfile/live/1105_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南都市,http://39.165.39.49:85/tsfile/live/1106_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南民生,http://39.165.39.49:85/tsfile/live/1109_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南法制,http://39.165.39.49:85/tsfile/live/1110_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南电视剧,http://39.165.39.49:85/tsfile/live/1111_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南新闻,http://39.165.39.49:85/tsfile/live/1112_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南公共,http://39.165.39.49:85/tsfile/live/1114_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
快乐垂钓,http://39.165.39.49:85/tsfile/live/1115_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南戏曲,http://39.165.39.49:85/tsfile/live/1118_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
文物宝库,http://39.165.39.49:85/tsfile/live/1119_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
武术世界,http://39.165.39.49:85/tsfile/live/1121_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
调解剧场,http://39.165.39.49:85/tsfile/live/1124_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
风尚河南,http://39.165.39.49:85/tsfile/live/1125_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
全纪实,http://39.165.39.49:85/tsfile/live/1126_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
浙江卫视,http://39.165.39.49:85/tsfile/live/1127_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
东方卫视,http://39.165.39.49:85/tsfile/live/1128_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
江苏卫视,http://39.165.39.49:85/tsfile/live/1129_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
北京卫视,http://39.165.39.49:85/tsfile/live/1130_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
广东卫视,http://39.165.39.49:85/tsfile/live/1131_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
山东卫视,http://39.165.39.49:85/tsfile/live/1133_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
安徽卫视,http://39.165.39.49:85/tsfile/live/1134_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
湖南卫视,http://39.165.39.49:85/tsfile/live/1140_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
深圳卫视,http://39.165.39.49:85/tsfile/live/1141_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
湖北卫视,http://39.165.39.49:85/tsfile/live/1143_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
东南卫视,http://39.165.39.49:85/tsfile/live/1149_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
金鹰卡通,http://39.165.39.49:85/tsfile/live/1156_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
嘉佳卡通,http://39.165.39.49:85/tsfile/live/1157_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
河南公共,http://39.165.39.49:85/tsfile/live/1158_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
炫动卡通,http://39.165.39.49:85/tsfile/live/1159_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
优漫卡通,http://39.165.39.49:85/tsfile/live/1092_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店
文体旅游,http://39.165.39.49:85/tsfile/live/1094_1.m3u8?key=txiptv&playlive=0&authid=0$河南移动酒店


北京综合,#genre#
顺义综合频道,http://livebjsy.chinamcache.com/live/zb01.m3u8



天津综合,#genre#
滨海1套,https://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
滨海2套,https://traffic.jbh.tjbh.com/live/bhtv20/playlist.m3u8



吉林综合,#genre#
吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8
吉林卫视,http://stream5.jlntv.cn/df/sd/live.m3u8
吉林卫视,https://live-master.jlntv.cn/jlwshd/sd/live.m3u8
长春综合,http://stream2.jlntv.cn/jlcc/sd/live.m3u8
吉林磐石综合,http://stream5.jlntv.cn/ps/playlist.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?_upt=e05f429d1702757565
吉林公主岭综合,http://stream5.jlntv.cn/gzl/playlist.m3u8
公主岭综合,http://stream5.jlntv.cn/gzl/playlist.m3u8
吉林东丰综合,http://stream5.jlntv.cn/df/playlist.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
吉林东辽综合,http://stream5.jlntv.cn/dl/playlist.m3u8
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8
吉林辉南综合,http://stream5.jlntv.cn/hn/playlist.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
延边二套,http://stream5.jlntv.cn/wq/playlist.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?_upt=eb80947d1699080781
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?_upt=73404dd11699197122
四平双辽综合,http://stream5.jlntv.cn/sl/playlist.m3u8
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
通化通化县综合,http://stream5.jlntv.cn/thx/playlist.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?_upt=db16d5e41702758050
通化柳河综合,http://stream5.jlntv.cn/lh/playlist.m3u8
白城洮南综合,http://stream5.jlntv.cn/tn/playlist.m3u8
洮南综合,http://stream5.jlntv.cn/tn/playlist.m3u8
舒兰综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8
舒兰综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
珲春综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
永吉综合,http://stream10.jlntv.cn/yongji/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild

吉祥新闻,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/da805d8d77a24db8aaa62328eb6d874e/index.m3u8



黑龙江综合,#genre#
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨新闻综合,https://masterpull.hljtv.com/live/sPvVy8Ju.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨都市资讯,http://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨都市,https://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨新闻,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活,http://streamings.hrbtv.net/09e35fcca53542bfa24a6b34e0fc2ff8/h264_400k_ts/index.m3u8?type=hls_live_redirect
林甸综合,https://masterpull.hljtv.com/live/23PN6NW9.m3u8
林甸综合,https://rmplive.hljtv.com/live/lindian.m3u8
鸡西新闻综合,https://masterpull.hljtv.com/live/uqFwlQDH.m3u8
鸡西新闻,https://rmplive.hljtv.com/live/jixi.m3u8
鸡西新闻,https://masterpull.hljtv.com/live/uqFwlQDH.m3u8
巴彦综合,https://masterpull.hljtv.com/live/vAtZi96R.m3u8
巴彦综合,https://rmplive.hljtv.com/live/bayan.m3u8
巴彦电视台,https://rmplive.hljtv.com/live/bayan.m3u8
依兰综合,https://masterpull.hljtv.com/live/4sTJDdbE.m3u8
依兰综合,https://rmplive.hljtv.com/live/yilan.m3u8
依兰新闻综合,https://rmplive.hljtv.com/live/yilan.m3u8
五常综合,https://masterpull.hljtv.com/live/R9bOklLT.m3u8
五常综合,https://rmplive.hljtv.com/live/wuchang.m3u8
通河综合,https://masterpull.hljtv.com/live/b71kCDir.m3u8
通河综合,https://rmplive.hljtv.com/live/tonghe.m3u8
通河新闻,https://rmplive.hljtv.com/live/tonghe.m3u8
尚志市综合,https://masterpull.hljtv.com/live/EQnKvoc9.m3u8
尚志综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
尚志新闻综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
延寿综合,https://masterpull.hljtv.com/live/XBqKssjB.m3u8
延寿综合,https://rmplive.hljtv.com/live/yanshou.m3u8
方正综合,https://masterpull.hljtv.com/live/sSN2Uyb2.m3u8
方正综合,https://rmplive.hljtv.com/live/fangzheng.m3u8
宾县综合,https://rmplive.hljtv.com/live/binxian.m3u8
宾县综合频道,https://rmplive.hljtv.com/live/binxian.m3u8
呼兰综合,https://rmplive.hljtv.com/live/hulan.m3u8
龙江综合,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8
龙江综合,https://rmplive.hljtv.com/live/longjiang.m3u8
依安综合,https://masterpull.hljtv.com/live/4hhgo1mX.m3u8
依安综合,https://rmplive.hljtv.com/live/yian.m3u8
泰来综合,https://masterpull.hljtv.com/live/cfkAgOUK.m3u8
泰来综合,https://rmplive.hljtv.com/live/tailai.m3u8
富裕综合,https://masterpull.hljtv.com/live/MKFLhcpa.m3u8
富裕综合,https://rmplive.hljtv.com/live/fuyu.m3u8
克山综合,https://masterpull.hljtv.com/live/58lOw0L5.m3u8
克山综合,https://rmplive.hljtv.com/live/keshan.m3u8
克东综合,https://masterpull.hljtv.com/live/PO1DiGiN.m3u8
克东综合,https://rmplive.hljtv.com/live/kedong.m3u8
讷河市综合,https://masterpull.hljtv.com/live/PXWxDY1V.m3u8
讷河综合,https://rmplive.hljtv.com/live/nehe.m3u8
甘南综合,https://masterpull.hljtv.com/live/YbFyF4Jb.m3u8
甘南县综合,https://rmplive.hljtv.com/live/gannan.m3u8
拜泉综合,https://masterpull.hljtv.com/live/zHtOXXUz.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
绥芬河综合,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8
绥芬河综合,https://rmplive.hljtv.com/live/suifenhe.m3u8
宁安综合,https://masterpull.hljtv.com/live/BV2wr0vH.m3u8
宁安综合,https://rmplive.hljtv.com/live/ningan.m3u8
海林综合,https://masterpull.hljtv.com/live/lqo9Fcdy.m3u8
海林综合,https://rmplive.hljtv.com/live/hailin.m3u8
穆棱新闻综合,https://masterpull.hljtv.com/live/5c9Mi3FV.m3u8
穆棱综合,https://rmplive.hljtv.com/live/muleng.m3u8
林口综合,https://masterpull.hljtv.com/live/pqheD07F.m3u8
林口综合,https://rmplive.hljtv.com/live/linkou.m3u8
东宁综合,https://masterpull.hljtv.com/live/UQdxnsw8.m3u8
东宁综合,https://rmplive.hljtv.com/live/dongning.m3u8
佳木斯新闻综合,https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
佳木斯新闻,https://rmplive.hljtv.com/live/jiamusi.m3u8
同江综合,https://masterpull.hljtv.com/live/oFc7fCUf.m3u8
同江电视台,https://rmplive.hljtv.com/live/tongjiang.m3u8
富锦综合,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
富锦电视台,https://rmplive.hljtv.com/live/fujin.m3u8
桦川综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
桦川新闻,https://rmplive.hljtv.com/live/huachuan.m3u8
桦南综合,https://masterpull.hljtv.com/live/76oCVZd3.m3u8
桦南综合,https://rmplive.hljtv.com/live/huanan.m3u8
汤原综合,https://masterpull.hljtv.com/live/lt2CmppY.m3u8
汤原综合,https://rmplive.hljtv.com/live/tangyuan.m3u8
抚远综合,https://masterpull.hljtv.com/live/tVnkOTOG.m3u8
抚远电视台,https://rmplive.hljtv.com/live/fuyuan.m3u8
大庆新闻综合,https://masterpull.hljtv.com/live/4WdrZLCq.m3u8
大庆新闻,https://rmplive.hljtv.com/live/daqing.m3u8
大庆新闻,https://masterpull.hljtv.com/live/4WdrZLCq.m3u8
肇州综合,https://masterpull.hljtv.com/live/imOHYJ77.m3u8
肇州综合,https://rmplive.hljtv.com/live/zhaozhou.m3u8
肇源综合,https://masterpull.hljtv.com/live/XkQg7QSI.m3u8
肇源综合,https://rmplive.hljtv.com/live/zhaoyuan.m3u8
杜尔伯特综合,https://masterpull.hljtv.com/live/eCNHwyyW.m3u8
杜尔伯特综合,https://rmplive.hljtv.com/live/duerbote.m3u8
鸡东综合,https://masterpull.hljtv.com/live/o4NExHSz.m3u8
鸡东综合,https://rmplive.hljtv.com/live/jidong.m3u8
虎林综合,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8
虎林综合,https://rmplive.hljtv.com/live/hulin.m3u8
密山综合,https://masterpull.hljtv.com/live/iYi97JTN.m3u8
密山综合,https://rmplive.hljtv.com/live/mishan.m3u8
集贤综合,https://masterpull.hljtv.com/live/CyJ3RKND.m3u8
集贤综合,https://rmplive.hljtv.com/live/jixian.m3u8
友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
友谊综合,https://rmplive.hljtv.com/live/youyi.m3u8
宝清综合,https://masterpull.hljtv.com/live/HBp9MLoA.m3u8
宝清综合,https://rmplive.hljtv.com/live/baoqing.m3u8
饶河综合,https://masterpull.hljtv.com/live/DokNxER6.m3u8
饶河综合,https://rmplive.hljtv.com/live/raohe.m3u8
伊春综合,https://masterpull.hljtv.com/live/vQtnS3vX.m3u8
伊春综合,https://rmplive.hljtv.com/live/yichun.m3u8
嘉荫综合,https://masterpull.hljtv.com/live/k5IX9frJ.m3u8
嘉荫综合,https://rmplive.hljtv.com/live/jiayin.m3u8
铁力市综合,https://masterpull.hljtv.com/live/iUtbDFud.m3u8
铁力综合,https://rmplive.hljtv.com/live/tieli.m3u8
铁力综合频道,https://rmplive.hljtv.com/live/tieli.m3u8
七台河新闻综合,https://masterpull.hljtv.com/live/9FZ7k2XF.m3u8
七台河新闻,https://rmplive.hljtv.com/live/qitaihe.m3u8
勃利综合,https://masterpull.hljtv.com/live/6rx9bifO.m3u8
勃利综合,https://rmplive.hljtv.com/live/boli.m3u8
勃利综合频道,https://rmplive.hljtv.com/live/boli.m3u8
鹤岗新闻综合,https://masterpull.hljtv.com/live/rApKWXbX.m3u8
鹤岗新闻,https://rmplive.hljtv.com/live/hegang.m3u8
绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
绥滨综合,https://rmplive.hljtv.com/live/suibin.m3u8
绥化新闻综合,https://masterpull.hljtv.com/live/v4o2g1hs.m3u8
绥化综合,https://rmplive.hljtv.com/live/suihua.m3u8
望奎综合,https://masterpull.hljtv.com/live/d3loVdqX.m3u8
望奎综合,https://rmplive.hljtv.com/live/wangkui.m3u8
兰西综合,https://masterpull.hljtv.com/live/SYG06DEw.m3u8
兰西综合,https://rmplive.hljtv.com/live/lanxi.m3u8
青冈综合,https://masterpull.hljtv.com/live/bJGIloJe.m3u8
青冈综合,https://rmplive.hljtv.com/live/qinggang.m3u8
庆安综合,https://masterpull.hljtv.com/live/ayksl1Ur.m3u8
庆安综合,https://rmplive.hljtv.com/live/qingan.m3u8
明水综合,https://masterpull.hljtv.com/live/bOJ0OStw.m3u8
明水综合,https://rmplive.hljtv.com/live/mingshui.m3u8
绥棱综合,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8
绥棱综合,https://rmplive.hljtv.com/live/suileng.m3u8
安达综合,https://masterpull.hljtv.com/live/FsGxlDZQ.m3u8
安达综合,https://rmplive.hljtv.com/live/anda.m3u8
肇东综合,https://masterpull.hljtv.com/live/G84ZsUTP.m3u8
肇东综合,https://rmplive.hljtv.com/live/zhaodong.m3u8
海伦市综合,https://masterpull.hljtv.com/live/VFNlgeFO.m3u8
海伦综合,https://rmplive.hljtv.com/live/hailun.m3u8
黑河新闻综合,https://masterpull.hljtv.com/live/iyoENgSP.m3u8
黑河新闻,https://rmplive.hljtv.com/live/heihe.m3u8
嫩江市综合,https://masterpull.hljtv.com/live/hrSfaA6T.m3u8
嫩江综合,https://rmplive.hljtv.com/live/nenjiang.m3u8
逊克综合,https://masterpull.hljtv.com/live/a0CULO9O.m3u8
逊克综合,https://rmplive.hljtv.com/live/xunke.m3u8
孙吴综合,https://masterpull.hljtv.com/live/eXFjvNaf.m3u8
孙吴综合,https://rmplive.hljtv.com/live/sunwu.m3u8
北安市综合,https://masterpull.hljtv.com/live/EfoBDa06.m3u8
北安综合,https://rmplive.hljtv.com/live/beian.m3u8
五大连池市综合,https://masterpull.hljtv.com/live/6ic4FFgF.m3u8
五大连池综合,https://rmplive.hljtv.com/live/wudalianchi.m3u8
大兴安岭新闻综合,https://masterpull.hljtv.com/live/H2kVyS15.m3u8
大兴安岭新闻综合,https://rmplive.hljtv.com/live/daxinganling.m3u8
呼玛综合,https://masterpull.hljtv.com/live/yN3vDovm.m3u8
呼玛综合,https://rmplive.hljtv.com/live/huma.m3u8
塔河综合,https://masterpull.hljtv.com/live/qXrATpGj.m3u8
塔河综合,https://rmplive.hljtv.com/live/tahe.m3u8
漠河市综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8
齐齐哈尔新闻,https://masterpull.hljtv.com/live/dUi8b96l.m3u8
齐齐哈尔新闻,https://rmplive.hljtv.com/live/qiqihaer.m3u8

黑龙江卫视,http://112.99.195.122:65000/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江影视,http://112.99.195.122:65000/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江文体,http://112.99.195.122:65000/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江都市,http://112.99.195.122:65000/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江新闻法治,http://112.99.195.122:65000/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江少儿,http://112.99.195.122:65000/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0






辽宁综合,#genre#



辽宁都市,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000068
辽宁影视剧,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000070
辽宁体育,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000611
辽宁生活,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000073
辽宁北方,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000071
辽宁公共,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000077
辽宁经济,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000076
辽宁教育青少,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000075
北方导视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000187
沈阳新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000059
大连新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000273
鞍山新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000274
抚顺综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000275
本溪综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000312
